,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2015-04-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/11/15 00:00,4/11/15 23:00
wrfout_d02_2015-04-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/12/15 00:00,4/12/15 23:00
wrfout_d02_2015-04-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/13/15 00:00,4/13/15 23:00
wrfout_d02_2015-04-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/14/15 00:00,4/14/15 23:00
wrfout_d02_2015-04-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/15/15 00:00,4/15/15 23:00
wrfout_d02_2015-04-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/16/15 00:00,4/16/15 23:00
wrfout_d02_2015-04-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/17/15 00:00,4/17/15 23:00
wrfout_d02_2015-04-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/18/15 00:00,4/18/15 23:00
wrfout_d02_2015-04-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/19/15 00:00,4/19/15 23:00
wrfout_d02_2015-04-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/20/15 00:00,4/20/15 23:00
wrfout_d02_2015-04-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/21/15 00:00,4/21/15 23:00
wrfout_d02_2015-04-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/22/15 00:00,4/22/15 23:00
wrfout_d02_2015-04-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/23/15 00:00,4/23/15 23:00
wrfout_d02_2015-04-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/24/15 00:00,4/24/15 23:00
wrfout_d02_2015-04-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/25/15 00:00,4/25/15 23:00
wrfout_d02_2015-04-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/26/15 00:00,4/26/15 23:00
wrfout_d02_2015-04-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/27/15 00:00,4/27/15 23:00
wrfout_d02_2015-04-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/28/15 00:00,4/28/15 23:00
wrfout_d02_2015-04-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/29/15 00:00,4/29/15 23:00
wrfout_d02_2015-04-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,4/30/15 00:00,4/30/15 23:00
wrfout_d02_2015-05-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/1/15 00:00,5/1/15 23:00
wrfout_d02_2015-05-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/2/15 00:00,5/2/15 23:00
wrfout_d02_2015-05-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/3/15 00:00,5/3/15 23:00
wrfout_d02_2015-05-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/4/15 00:00,5/4/15 23:00
wrfout_d02_2015-05-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/5/15 00:00,5/5/15 23:00
wrfout_d02_2015-05-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/6/15 00:00,5/6/15 23:00
wrfout_d02_2015-05-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/7/15 00:00,5/7/15 23:00
wrfout_d02_2015-05-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/8/15 00:00,5/8/15 23:00
wrfout_d02_2015-05-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/9/15 00:00,5/9/15 23:00
wrfout_d02_2015-05-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/10/15 00:00,5/10/15 23:00
wrfout_d02_2015-05-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/11/15 00:00,5/11/15 23:00
wrfout_d02_2015-05-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/12/15 00:00,5/12/15 23:00
wrfout_d02_2015-05-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/13/15 00:00,5/13/15 23:00
wrfout_d02_2015-05-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/14/15 00:00,5/14/15 23:00
wrfout_d02_2015-05-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/15/15 00:00,5/15/15 23:00
wrfout_d02_2015-05-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/16/15 00:00,5/16/15 23:00
wrfout_d02_2015-05-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/17/15 00:00,5/17/15 23:00
wrfout_d02_2015-05-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/18/15 00:00,5/18/15 23:00
wrfout_d02_2015-05-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/19/15 00:00,5/19/15 23:00
wrfout_d02_2015-05-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/20/15 00:00,5/20/15 23:00
wrfout_d02_2015-05-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/21/15 00:00,5/21/15 23:00
wrfout_d02_2015-05-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/22/15 00:00,5/22/15 23:00
wrfout_d02_2015-05-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/23/15 00:00,5/23/15 23:00
wrfout_d02_2015-05-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/24/15 00:00,5/24/15 23:00
wrfout_d02_2015-05-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/25/15 00:00,5/25/15 23:00
wrfout_d02_2015-05-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/26/15 00:00,5/26/15 23:00
wrfout_d02_2015-05-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/27/15 00:00,5/27/15 23:00
wrfout_d02_2015-05-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/28/15 00:00,5/28/15 23:00
wrfout_d02_2015-05-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/29/15 00:00,5/29/15 23:00
wrfout_d02_2015-05-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/30/15 00:00,5/30/15 23:00
wrfout_d02_2015-05-31_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,5/31/15 00:00,5/31/15 23:00
wrfout_d02_2015-06-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/1/15 00:00,6/1/15 23:00
wrfout_d02_2015-06-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/2/15 00:00,6/2/15 23:00
wrfout_d02_2015-06-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/3/15 00:00,6/3/15 23:00
wrfout_d02_2015-06-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/4/15 00:00,6/4/15 23:00
wrfout_d02_2015-06-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/5/15 00:00,6/5/15 23:00
wrfout_d02_2015-06-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/6/15 00:00,6/6/15 23:00
wrfout_d02_2015-06-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/7/15 00:00,6/7/15 23:00
wrfout_d02_2015-06-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/8/15 00:00,6/8/15 23:00
wrfout_d02_2015-06-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/9/15 00:00,6/9/15 23:00
wrfout_d02_2015-06-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/10/15 00:00,6/10/15 23:00
wrfout_d02_2015-06-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/11/15 00:00,6/11/15 23:00
wrfout_d02_2015-06-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/12/15 00:00,6/12/15 23:00
wrfout_d02_2015-06-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/13/15 00:00,6/13/15 23:00
wrfout_d02_2015-06-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/14/15 00:00,6/14/15 23:00
wrfout_d02_2015-06-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/15/15 00:00,6/15/15 23:00
wrfout_d02_2015-06-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/16/15 00:00,6/16/15 23:00
wrfout_d02_2015-06-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/17/15 00:00,6/17/15 23:00
wrfout_d02_2015-06-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/18/15 00:00,6/18/15 23:00
wrfout_d02_2015-06-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/19/15 00:00,6/19/15 23:00
wrfout_d02_2015-06-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/20/15 00:00,6/20/15 23:00
wrfout_d02_2015-06-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/21/15 00:00,6/21/15 23:00
wrfout_d02_2015-06-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/22/15 00:00,6/22/15 23:00
wrfout_d02_2015-06-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/23/15 00:00,6/23/15 23:00
wrfout_d02_2015-06-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/24/15 00:00,6/24/15 23:00
wrfout_d02_2015-06-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/25/15 00:00,6/25/15 23:00
wrfout_d02_2015-06-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/26/15 00:00,6/26/15 23:00
wrfout_d02_2015-06-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/27/15 00:00,6/27/15 23:00
wrfout_d02_2015-06-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/28/15 00:00,6/28/15 23:00
wrfout_d02_2015-06-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/29/15 00:00,6/29/15 23:00
wrfout_d02_2015-06-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,6/30/15 00:00,6/30/15 23:00
wrfout_d02_2015-07-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/1/15 00:00,7/1/15 23:00
wrfout_d02_2015-07-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/2/15 00:00,7/2/15 23:00
wrfout_d02_2015-07-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/3/15 00:00,7/3/15 23:00
wrfout_d02_2015-07-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/4/15 00:00,7/4/15 23:00
wrfout_d02_2015-07-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/5/15 00:00,7/5/15 23:00
wrfout_d02_2015-07-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/6/15 00:00,7/6/15 23:00
wrfout_d02_2015-07-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/7/15 00:00,7/7/15 23:00
wrfout_d02_2015-07-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/8/15 00:00,7/8/15 23:00
wrfout_d02_2015-07-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/9/15 00:00,7/9/15 23:00
wrfout_d02_2015-07-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/10/15 00:00,7/10/15 23:00
wrfout_d02_2015-07-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/11/15 00:00,7/11/15 23:00
wrfout_d02_2015-07-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/12/15 00:00,7/12/15 23:00
wrfout_d02_2015-07-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/13/15 00:00,7/13/15 23:00
wrfout_d02_2015-07-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/14/15 00:00,7/14/15 23:00
wrfout_d02_2015-07-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/15/15 00:00,7/15/15 23:00
wrfout_d02_2015-07-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/16/15 00:00,7/16/15 23:00
wrfout_d02_2015-07-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/17/15 00:00,7/17/15 23:00
wrfout_d02_2015-07-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/18/15 00:00,7/18/15 23:00
wrfout_d02_2015-07-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/19/15 00:00,7/19/15 23:00
wrfout_d02_2015-07-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/20/15 00:00,7/20/15 23:00
wrfout_d02_2015-07-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/21/15 00:00,7/21/15 23:00
wrfout_d02_2015-07-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/22/15 00:00,7/22/15 23:00
wrfout_d02_2015-07-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/23/15 00:00,7/23/15 23:00
wrfout_d02_2015-07-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/24/15 00:00,7/24/15 23:00
wrfout_d02_2015-07-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/25/15 00:00,7/25/15 23:00
wrfout_d02_2015-07-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/26/15 00:00,7/26/15 23:00
wrfout_d02_2015-07-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/27/15 00:00,7/27/15 23:00
wrfout_d02_2015-07-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/28/15 00:00,7/28/15 23:00
wrfout_d02_2015-07-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/29/15 00:00,7/29/15 23:00
wrfout_d02_2015-07-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/30/15 00:00,7/30/15 23:00
wrfout_d02_2015-07-31_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,7/31/15 00:00,7/31/15 23:00
wrfout_d02_2015-08-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/1/15 00:00,8/1/15 23:00
wrfout_d02_2015-08-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/2/15 00:00,8/2/15 23:00
wrfout_d02_2015-08-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/3/15 00:00,8/3/15 23:00
wrfout_d02_2015-08-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/4/15 00:00,8/4/15 23:00
wrfout_d02_2015-08-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/5/15 00:00,8/5/15 23:00
wrfout_d02_2015-08-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/6/15 00:00,8/6/15 23:00
wrfout_d02_2015-08-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/7/15 00:00,8/7/15 23:00
wrfout_d02_2015-08-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/8/15 00:00,8/8/15 23:00
wrfout_d02_2015-08-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/9/15 00:00,8/9/15 23:00
wrfout_d02_2015-08-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/10/15 00:00,8/10/15 23:00
wrfout_d02_2015-08-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/11/15 00:00,8/11/15 23:00
wrfout_d02_2015-08-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/12/15 00:00,8/12/15 23:00
wrfout_d02_2015-08-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/13/15 00:00,8/13/15 23:00
wrfout_d02_2015-08-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/14/15 00:00,8/14/15 23:00
wrfout_d02_2015-08-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/15/15 00:00,8/15/15 23:00
wrfout_d02_2015-08-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/16/15 00:00,8/16/15 23:00
wrfout_d02_2015-08-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/17/15 00:00,8/17/15 23:00
wrfout_d02_2015-08-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/18/15 00:00,8/18/15 23:00
wrfout_d02_2015-08-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/19/15 00:00,8/19/15 23:00
wrfout_d02_2015-08-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/20/15 00:00,8/20/15 23:00
wrfout_d02_2015-08-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/21/15 00:00,8/21/15 23:00
wrfout_d02_2015-08-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/22/15 00:00,8/22/15 23:00
wrfout_d02_2015-08-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/23/15 00:00,8/23/15 23:00
wrfout_d02_2015-08-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/24/15 00:00,8/24/15 23:00
wrfout_d02_2015-08-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/25/15 00:00,8/25/15 23:00
wrfout_d02_2015-08-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/26/15 00:00,8/26/15 23:00
wrfout_d02_2015-08-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/27/15 00:00,8/27/15 23:00
wrfout_d02_2015-08-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/28/15 00:00,8/28/15 23:00
wrfout_d02_2015-08-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/29/15 00:00,8/29/15 23:00
wrfout_d02_2015-08-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/30/15 00:00,8/30/15 23:00
wrfout_d02_2015-08-31_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,8/31/15 00:00,8/31/15 23:00
wrfout_d02_2015-09-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/1/15 00:00,9/1/15 23:00
wrfout_d02_2015-09-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/2/15 00:00,9/2/15 23:00
wrfout_d02_2015-09-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/3/15 00:00,9/3/15 23:00
wrfout_d02_2015-09-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/4/15 00:00,9/4/15 23:00
wrfout_d02_2015-09-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/5/15 00:00,9/5/15 23:00
wrfout_d02_2015-09-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/6/15 00:00,9/6/15 23:00
wrfout_d02_2015-09-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/7/15 00:00,9/7/15 23:00
wrfout_d02_2015-09-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/8/15 00:00,9/8/15 23:00
wrfout_d02_2015-09-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/9/15 00:00,9/9/15 23:00
wrfout_d02_2015-09-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/10/15 00:00,9/10/15 23:00
wrfout_d02_2015-09-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/11/15 00:00,9/11/15 23:00
wrfout_d02_2015-09-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/12/15 00:00,9/12/15 23:00
wrfout_d02_2015-09-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/13/15 00:00,9/13/15 23:00
wrfout_d02_2015-09-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/14/15 00:00,9/14/15 23:00
wrfout_d02_2015-09-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/15/15 00:00,9/15/15 23:00
wrfout_d02_2015-09-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/16/15 00:00,9/16/15 23:00
wrfout_d02_2015-09-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/17/15 00:00,9/17/15 23:00
wrfout_d02_2015-09-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/18/15 00:00,9/18/15 23:00
wrfout_d02_2015-09-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/19/15 00:00,9/19/15 23:00
wrfout_d02_2015-09-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/20/15 00:00,9/20/15 23:00
wrfout_d02_2015-09-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/21/15 00:00,9/21/15 23:00
wrfout_d02_2015-09-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/22/15 00:00,9/22/15 23:00
wrfout_d02_2015-09-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/23/15 00:00,9/23/15 23:00
wrfout_d02_2015-09-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/24/15 00:00,9/24/15 23:00
wrfout_d02_2015-09-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/25/15 00:00,9/25/15 23:00
wrfout_d02_2015-09-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/26/15 00:00,9/26/15 23:00
wrfout_d02_2015-09-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/27/15 00:00,9/27/15 23:00
wrfout_d02_2015-09-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/28/15 00:00,9/28/15 23:00
wrfout_d02_2015-09-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/29/15 00:00,9/29/15 23:00
wrfout_d02_2015-09-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,9/30/15 00:00,9/30/15 23:00
wrfout_d02_2015-10-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/1/15 00:00,10/1/15 23:00
wrfout_d02_2015-10-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/2/15 00:00,10/2/15 23:00
wrfout_d02_2015-10-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/3/15 00:00,10/3/15 23:00
wrfout_d02_2015-10-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/4/15 00:00,10/4/15 23:00
wrfout_d02_2015-10-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/5/15 00:00,10/5/15 23:00
wrfout_d02_2015-10-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/6/15 00:00,10/6/15 23:00
wrfout_d02_2015-10-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/7/15 00:00,10/7/15 23:00
wrfout_d02_2015-10-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/8/15 00:00,10/8/15 23:00
wrfout_d02_2015-10-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/9/15 00:00,10/9/15 23:00
wrfout_d02_2015-10-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/10/15 00:00,10/10/15 23:00
wrfout_d02_2015-10-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/11/15 00:00,10/11/15 23:00
wrfout_d02_2015-10-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/12/15 00:00,10/12/15 23:00
wrfout_d02_2015-10-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/13/15 00:00,10/13/15 23:00
wrfout_d02_2015-10-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/14/15 00:00,10/14/15 23:00
wrfout_d02_2015-10-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/15/15 00:00,10/15/15 23:00
wrfout_d02_2015-10-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/16/15 00:00,10/16/15 23:00
wrfout_d02_2015-10-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/17/15 00:00,10/17/15 23:00
wrfout_d02_2015-10-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/18/15 00:00,10/18/15 23:00
wrfout_d02_2015-10-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/19/15 00:00,10/19/15 23:00
wrfout_d02_2015-10-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/20/15 00:00,10/20/15 23:00
wrfout_d02_2015-10-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/21/15 00:00,10/21/15 23:00
wrfout_d02_2015-10-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/22/15 00:00,10/22/15 23:00
wrfout_d02_2015-10-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/23/15 00:00,10/23/15 23:00
